File Path,Status,Result
D:\声纹测试库-amp-amp\自然声\河南\鸟\15\AWA6292_0329_河南洛阳上清宫_市内公园 (440).wav,Success,"[('Crowing, cock-a-doodle-doo', 0.7088806), ('Chicken, rooster', 0.69999844), ('Fowl', 0.66904753), ('Cluck', 0.38266453), ('Bird', 0.20181891)]"
D:\声纹测试库-amp-amp\自然声\河南\鸟\15\AWA6292_0410_河南洛阳伊水游园开拓桥段_市内公园 (10).wav,Success,"[('Bird', 0.4481812), ('Bird vocalization, bird call, bird song', 0.32880515), ('Chirp, tweet', 0.32067794), ('Animal', 0.1775268), ('Duck', 0.16742592)]"
D:\声纹测试库-amp-amp\自然声\河南\鸟\15\AWA6292_0330_新乡学院_学校 (342).wav,Success,"[('Squawk', 0.1453969), ('Bird', 0.12629361), ('Squeal', 0.10894389), ('Outside, rural or natural', 0.070227325), ('Owl', 0.06177232)]"
D:\声纹测试库-amp-amp\自然声\河南\鸟\15\AWA6292_0330_新乡学院_学校 (341).wav,Success,"[('Squeal', 0.23768279), ('Squawk', 0.1305903), ('Bird', 0.075293384), ('Vehicle', 0.07136235), ('Outside, rural or natural', 0.05875195)]"
D:\声纹测试库-amp-amp\自然声\河南\鸟\15\AWA6292_0410_河南洛阳伊水游园开拓桥段_市内公园 (315).wav,Success,"[('Bird', 0.45975575), ('Chirp, tweet', 0.3123392), ('Bird vocalization, bird call, bird song', 0.30034485), ('Speech', 0.15600947), ('Animal', 0.11258138)]"
D:\声纹测试库-amp-amp\自然声\河南\鸟\5\AWA6292_0603_西流湖公园_室内公园 (201).wav,Success,"[('Bird', 0.48658615), ('Bird vocalization, bird call, bird song', 0.35652947), ('Chirp, tweet', 0.34687194), ('Squawk', 0.2345577), ('Outside, rural or natural', 0.15849164)]"
D:\声纹测试库-amp-amp\自然声\河南\鸟\5\AWA6292_0531_贾鲁河公园_室内公园 (184).wav,Success,"[('Bird', 0.41346934), ('Bird vocalization, bird call, bird song', 0.3782647), ('Chirp, tweet', 0.31607074), ('Environmental noise', 0.18846689), ('Speech', 0.13992785)]"
D:\声纹测试库-amp-amp\自然声\河南\鸟\5\AWA6292 0409 贾鲁河公园 市内公园 (321).wav,Success,"[('Environmental noise', 0.5198961), ('Bird', 0.19998913), ('Bird vocalization, bird call, bird song', 0.18649612), ('Turkey', 0.12654525), ('Animal', 0.100499)]"
D:\声纹测试库-amp-amp\自然声\河南\鸟\5\AWA6292 0410 南水北调绿化带 绿化带 (394).wav,Success,"[('Chirp, tweet', 0.35871455), ('Bird', 0.33536735), ('Bird vocalization, bird call, bird song', 0.33253005), ('Animal', 0.14680253), ('Environmental noise', 0.12973371)]"
D:\声纹测试库-amp-amp\自然声\河南\鸟\5\AWA6292 0409 植物园 市内公园 (336).wav,Success,"[('Environmental noise', 0.28834912), ('Speech', 0.2826202), ('Bird', 0.18129426), ('Animal', 0.16559291), ('Bird vocalization, bird call, bird song', 0.13811441)]"
D:\声纹测试库-amp-amp\自然声\河南\鸟\5~15\AWA6292 0322 尖岗水库 饮用水源地 (115).wav,Success,"[('Bird', 0.39825267), ('Bird vocalization, bird call, bird song', 0.30885935), ('Chirp, tweet', 0.2909921), ('Environmental noise', 0.12795116), ('Animal', 0.09724501)]"
D:\声纹测试库-amp-amp\自然声\河南\鸟\5~15\AWA6292 0408 西流湖公园 市内公园 (141).wav,Success,"[('Bird', 0.56363386), ('Chirp, tweet', 0.5216402), ('Bird vocalization, bird call, bird song', 0.43527648), ('Animal', 0.15275742), ('Domestic animals, pets', 0.08686076)]"
D:\声纹测试库-amp-amp\自然声\河南\鸟\5~15\AWA6292 0410 南水北调绿化带 绿化带 (395).wav,Success,"[('Owl', 0.9029545), ('Hoot', 0.6394933), ('Bird vocalization, bird call, bird song', 0.41655087), ('Bird', 0.3964132), ('Chirp, tweet', 0.28731814)]"
D:\声纹测试库-amp-amp\自然声\河南\鸟\5~15\AWA6292 0409 植物园 市内公园 (338).wav,Success,"[('Speech', 0.45420137), ('Animal', 0.14089459), ('Bird', 0.13640882), ('Environmental noise', 0.13623366), ('Bird vocalization, bird call, bird song', 0.086616844)]"
D:\声纹测试库-amp-amp\自然声\河南\鸟\5~15\AWA6292 0409 贾鲁河公园 市内公园 (311).wav,Success,"[('Chirp, tweet', 0.5588917), ('Bird vocalization, bird call, bird song', 0.5587895), ('Bird', 0.55018955), ('Environmental noise', 0.097607784), ('Outside, rural or natural', 0.0824971)]"
D:\声纹测试库-amp-amp\自然声\河南\鸟\5~15\AWA6292_0507_和谐公园_市内公园 (64).wav,Success,"[('Speech', 0.6880668), ('Bird', 0.32129344), ('Chirp, tweet', 0.20542426), ('Coo', 0.15181838), ('Bird vocalization, bird call, bird song', 0.1402376)]"
D:\声纹测试库-amp-amp\自然声\河南\鸟\5~15\AWA6292_0403_河南洛阳栾川养子口_村庄 (18).wav,Success,"[('Speech', 0.24411313), ('Frog', 0.2163228), ('Environmental noise', 0.20066023), ('Animal', 0.09515481), ('Croak', 0.09430066)]"
D:\声纹测试库-amp-amp\自然声\河南\鸟\5~15\AWA6292_0328_新乡学院_学校 (131).wav,Success,"[('Speech', 0.43953982), ('Bird', 0.4141989), ('Chirp, tweet', 0.36093462), ('Bird vocalization, bird call, bird song', 0.27104676), ('Squawk', 0.119315036)]"
D:\声纹测试库-amp-amp\自然声\河南\鸟\5~15\AWA6292_0410_河南洛阳伊水游园开拓桥段_市内公园 (11).wav,Success,"[('Environmental noise', 0.29556707), ('Bird', 0.28961197), ('Bird vocalization, bird call, bird song', 0.22594401), ('Chirp, tweet', 0.19888008), ('Animal', 0.12973228)]"
D:\声纹测试库-amp-amp\自然声\河南\鸟\5~15\AWA6292_0328_和谐公园_市内公园 (51).wav,Success,"[('Bird', 0.46305874), ('Chirp, tweet', 0.3521121), ('Bird vocalization, bird call, bird song', 0.3342109), ('Outside, rural or natural', 0.091216154), ('Animal', 0.0907336)]"
D:\声纹测试库-amp-amp\自然声\河南\鸟\5~15\AWA6292_0329_河南洛阳上清宫_市内公园 (284).wav,Success,"[('Speech', 0.4796769), ('Bird', 0.41278356), ('Chirp, tweet', 0.29413486), ('Bird vocalization, bird call, bird song', 0.23665676), ('Squawk', 0.21567556)]"
D:\声纹测试库-amp-amp\自然声\河南\鸟\5~15\AWA6292_0510_新乡学院_学校 (15).wav,Success,"[('Bird vocalization, bird call, bird song', 0.49560556), ('Bird', 0.43279704), ('Chirp, tweet', 0.42158267), ('Environmental noise', 0.27375564), ('Outside, rural or natural', 0.11338353)]"
D:\声纹测试库-amp-amp\自然声\河南\鸟\5~15\AWA6292_0510_邢家沟_村庄 (138).wav,Success,"[('Owl', 0.7108265), ('Bird', 0.46066254), ('Bird vocalization, bird call, bird song', 0.40477213), ('Hoot', 0.3963685), ('Chirp, tweet', 0.29248446)]"
D:\声纹测试库-amp-amp\自然声\河南\鸟\5~15\AWA6292_0523_方村竹林场_林场 (684).wav,Success,"[('Speech', 0.4106691), ('Crow', 0.37975326), ('Animal', 0.346033), ('Caw', 0.22345428), ('Bird', 0.17012791)]"
D:\声纹测试库-amp-amp\自然声\河南\鸟\5~15\AWA6292_0531_贾鲁河公园_室内公园 (187).wav,Success,"[('Bird', 0.6284774), ('Chirp, tweet', 0.50522554), ('Bird vocalization, bird call, bird song', 0.49381906), ('Squawk', 0.18013956), ('Outside, rural or natural', 0.1405041)]"
D:\声纹测试库-amp-amp\自然声\注册音库\犬吠声\15\AWA6292_0611_果洛国和源商贸有限公司_功能区 (3).wav,Success,"[('Dog', 0.6170181), ('Animal', 0.61320734), ('Domestic animals, pets', 0.51461685), ('Bow-wow', 0.497984), ('Bark', 0.34942946)]"
D:\声纹测试库-amp-amp\自然声\注册音库\犬吠声\15\AWA6292_0328_张家店村_城中村 (6).wav,Success,"[('Speech', 0.6612039), ('Dog', 0.6214952), ('Animal', 0.5868151), ('Domestic animals, pets', 0.54693377), ('Bark', 0.45949516)]"
D:\声纹测试库-amp-amp\自然声\注册音库\犬吠声\15\AWA6292_0611_果洛国和源商贸有限公司_功能区 (2).wav,Success,"[('Animal', 0.6449761), ('Dog', 0.5707311), ('Bow-wow', 0.5435212), ('Domestic animals, pets', 0.4170034), ('Bark', 0.2688991)]"
D:\声纹测试库-amp-amp\自然声\注册音库\犬吠声\15\mszx0032.wav,Success,"[('Animal', 0.7202505), ('Dog', 0.6872062), ('Domestic animals, pets', 0.6204946), ('Bow-wow', 0.5645821), ('Bark', 0.42808378)]"
D:\声纹测试库-amp-amp\自然声\注册音库\犬吠声\15\mszx0030.wav,Success,"[('Animal', 0.6976435), ('Dog', 0.6822906), ('Domestic animals, pets', 0.6381518), ('Bark', 0.51700723), ('Bow-wow', 0.49336565)]"
D:\声纹测试库-amp-amp\自然声\注册音库\犬吠声\15\mszx0049.wav,Success,"[('Dog', 0.66314584), ('Animal', 0.6606307), ('Domestic animals, pets', 0.5878376), ('Bow-wow', 0.49424028), ('Bark', 0.4382081)]"
D:\声纹测试库-amp-amp\自然声\注册音库\犬吠声\5\AHAI6218j_0609_高陵区政府_政府机构.wav,Success,"[('Bow-wow', 0.48160586), ('Animal', 0.41986564), ('Dog', 0.40575746), ('Speech', 0.36200884), ('Domestic animals, pets', 0.2918287)]"
D:\声纹测试库-amp-amp\自然声\注册音库\犬吠声\5\AWA6292_0620_果洛国和源商贸有限公司_功能区 (13).wav,Success,"[('Rain', 0.31169614), ('Rain on surface', 0.27203387), ('Raindrop', 0.1918241), ('Animal', 0.16423683), ('Dog', 0.10593862)]"
D:\声纹测试库-amp-amp\自然声\注册音库\犬吠声\5\AWA6292_0531_监测中心1号点_机关单位_903763 (435).wav,Success,"[('Bow-wow', 0.61342514), ('Domestic animals, pets', 0.6025902), ('Animal', 0.5886685), ('Dog', 0.5456019), ('Yip', 0.34453934)]"
D:\声纹测试库-amp-amp\自然声\注册音库\犬吠声\5-15\00180018.WAV,Success,"[('Animal', 0.6727784), ('Dog', 0.6401014), ('Bow-wow', 0.6225217), ('Domestic animals, pets', 0.61522186), ('Yip', 0.29516345)]"
D:\声纹测试库-amp-amp\自然声\注册音库\犬吠声\5-15\00190019.WAV,Success,"[('Animal', 0.66366166), ('Dog', 0.64383626), ('Bow-wow', 0.59687465), ('Domestic animals, pets', 0.5813337), ('Bark', 0.30647203)]"
D:\声纹测试库-amp-amp\自然声\注册音库\犬吠声\5-15\0335000000000320240404061900_3.WAV,Success,"[('Animal', 0.64941967), ('Dog', 0.64111185), ('Domestic animals, pets', 0.5891484), ('Bow-wow', 0.39228675), ('Bark', 0.27528524)]"
D:\声纹测试库-amp-amp\自然声\注册音库\犬吠声\5-15\AHAI6218J_0412_恒大华府_居民区(1).wav,Success,"[('Animal', 0.2677808), ('Owl', 0.22013426), ('Domestic animals, pets', 0.17196888), ('Dog', 0.16248114), ('Fowl', 0.14814095)]"
D:\声纹测试库-amp-amp\自然声\注册音库\犬吠声\5-15\AWA6292-0326-五峰山-居民区 (24).wav,Success,"[('Animal', 0.453387), ('Speech', 0.41109324), ('Dog', 0.39553404), ('Bow-wow', 0.39336663), ('Domestic animals, pets', 0.3367726)]"
D:\声纹测试库-amp-amp\自然声\注册音库\犬吠声\5-15\AWA6292_0418_果洛国和源商贸有限公司_功能区 (51).wav,Success,"[('Dog', 0.6168416), ('Animal', 0.6121412), ('Bow-wow', 0.558142), ('Domestic animals, pets', 0.505789), ('Bark', 0.32972324)]"
D:\声纹测试库-amp-amp\自然声\注册音库\犬吠声\5-15\AWA6292_0615_果洛国和源商贸有限公司_功能区 (3).wav,Success,"[('Dog', 0.4096781), ('Bow-wow', 0.39347675), ('Animal', 0.35482165), ('Domestic animals, pets', 0.33991823), ('Bark', 0.25612277)]"
D:\声纹测试库-amp-amp\自然声\注册音库\犬吠声\5-15\AWA6292_0824_磨山风景区_市内公园_11统计积分录音 (115).wav,Success,"[('Animal', 0.5898118), ('Dog', 0.566037), ('Bow-wow', 0.4822971), ('Domestic animals, pets', 0.4534728), ('Bark', 0.26180798)]"
D:\声纹测试库-amp-amp\自然声\注册音库\犬吠声\5-15\AWA6292_0612_果洛国和源商贸有限公司_功能区 (19).wav,Success,"[('Dog', 0.40802723), ('Bow-wow', 0.39225432), ('Animal', 0.3632225), ('Domestic animals, pets', 0.2893388), ('Yip', 0.17060821)]"
D:\声纹测试库-amp-amp\自然声\注册音库\犬吠声\5-15\AWA6292_0905_滨河公园旁_市区公园 (224).wav,Success,"[('Dog', 0.67919475), ('Animal', 0.6156549), ('Bark', 0.58912945), ('Domestic animals, pets', 0.5699369), ('Bow-wow', 0.36633307)]"
D:\声纹测试库-amp-amp\自然声\注册音库\犬吠声\5-15\AWA6292_0622_果洛国和源商贸有限公司_功能区 (21).wav,Success,"[('Animal', 0.19993855), ('Bow-wow', 0.17796767), ('Dog', 0.15643916), ('Domestic animals, pets', 0.13258849), ('Bark', 0.07807664)]"
D:\声纹测试库-amp-amp\自然声\注册音库\犬吠声\5-15\NGL04ENS_0717_湖南高速铁路职业技术学院_居民区 (66).WAV,Success,"[('Animal', 0.51801884), ('Bow-wow', 0.503434), ('Dog', 0.46854606), ('Speech', 0.45116925), ('Domestic animals, pets', 0.44901842)]"
D:\声纹测试库-amp-amp\自然声\注册音库\犬吠声\5-15\AWA6292_0824_磨山风景区_市内公园_11统计积分录音 (119).wav,Success,"[('Animal', 0.5436105), ('Dog', 0.5306059), ('Domestic animals, pets', 0.44194344), ('Bow-wow', 0.42703494), ('Bark', 0.35396117)]"
D:\声纹测试库-amp-amp\自然声\注册音库\犬吠声\5-15\AWA6292_0905_滨河公园旁_市区公园 (226).wav,Success,"[('Dog', 0.6967242), ('Animal', 0.6485925), ('Bark', 0.6471761), ('Domestic animals, pets', 0.5806948), ('Bow-wow', 0.3950948)]"
D:\声纹测试库-amp-amp\自然声\注册音库\犬吠声\5-15\AWA6292_0905_滨河公园旁_市区公园 (225).wav,Success,"[('Dog', 0.63245106), ('Animal', 0.5831253), ('Bark', 0.5792881), ('Domestic animals, pets', 0.5031715), ('Bow-wow', 0.32041612)]"
D:\声纹测试库-amp-amp\自然声\注册音库\犬吠声\5-15\NGL04ENS_0527_高新技术产业开发区办公大楼_政府机构 (2).WAV,Success,"[('Animal', 0.5010126), ('Dog', 0.45066383), ('Bow-wow', 0.43845955), ('Domestic animals, pets', 0.3235411), ('Bark', 0.2203676)]"
D:\声纹测试库-amp-amp\自然声\注册音库\犬吠声\5-15\NGL04ENS_0718_湖南高速铁路职业技术学院_居民区 (12).WAV,Success,"[('Animal', 0.18709517), ('Bird', 0.18159264), ('Tick-tock', 0.17844938), ('Tick', 0.10782008), ('Bow-wow', 0.10074944)]"
D:\声纹测试库-amp-amp\自然声\注册音库\犬吠声\5-15\NGL04ENS_0719_湖南高速铁路职业技术学院_居民区 (13).WAV,Success,"[('Animal', 0.50009024), ('Dog', 0.38816264), ('Bow-wow', 0.33423775), ('Domestic animals, pets', 0.3183351), ('Bark', 0.16925022)]"
D:\声纹测试库-amp-amp\自然声\注册音库\犬吠声\5-15\NGL04 ENS_0806_禄口区林业局_政府单位 (1).WAV,Success,"[('Animal', 0.38846105), ('Bow-wow', 0.38771787), ('Dog', 0.3201307), ('Domestic animals, pets', 0.3053628), ('Yip', 0.18980514)]"
D:\声纹测试库-amp-amp\自然声\注册音库\犬吠声\5-15\郑州市雅阁思达-狗4101081000000620240403 (2).WAV,Success,"[('Bow-wow', 0.59034055), ('Speech', 0.5541934), ('Dog', 0.50940436), ('Animal', 0.47224006), ('Domestic animals, pets', 0.41882113)]"
D:\声纹测试库-amp-amp\自然声\注册音库\犬吠声\5-15\郑州市雅阁思达-狗4101081000000620240403 (3).WAV,Success,"[('Speech', 0.5201724), ('Bow-wow', 0.4591138), ('Animal', 0.31191286), ('Dog', 0.28019926), ('Domestic animals, pets', 0.23040593)]"
D:\声纹测试库-amp-amp\自然声\注册音库\犬吠声\5-15\郑州市雅阁思达-狗4101081000000620240405 (3).WAV,Success,"[('Speech', 0.51426804), ('Fowl', 0.23379368), ('Bow-wow', 0.17149024), ('Animal', 0.1639553), ('Domestic animals, pets', 0.1077798)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫蛙混合声\15\AWA6292_0325_忠山公园_市内公园 (38).wav,Success,"[('Frog', 0.75783247), ('Croak', 0.16319571), ('Animal', 0.13859595), ('Rodents, rats, mice', 0.13520813), ('Patter', 0.05461752)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫蛙混合声\15\AWA6292_0601_大阳垾湿地公园2号点_市内公园_903763 (533).wav,Success,"[('Frog', 0.8160254), ('Croak', 0.31852505), ('Insect', 0.11857135), ('Animal', 0.11480552), ('Cricket', 0.07408614)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫蛙混合声\15\AWA6292_0609_江岸开发区_居民区_统计积分录音 (500).wav,Success,"[('Frog', 0.5166899), ('Animal', 0.34667823), ('Cricket', 0.26827484), ('Insect', 0.22695261), ('Wild animals', 0.12648286)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫蛙混合声\15\AWA6292_0601_大阳垾湿地公园2号点_市内公园_903763 (535).wav,Success,"[('Frog', 0.7400905), ('Croak', 0.25948766), ('Insect', 0.10820717), ('Animal', 0.09349619), ('Cricket', 0.054143246)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫蛙混合声\15\AWA6292_0530_月亮岩_城郊 (94).wav,Success,"[('Insect', 0.50955385), ('Cricket', 0.37192878), ('Animal', 0.27714276), ('Outside, rural or natural', 0.10268672), ('Walk, footsteps', 0.057091955)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫蛙混合声\15\AWA6292_0601_大阳垾湿地公园2号点_市内公园_903763 (536).wav,Success,"[('Frog', 0.5179798), ('Insect', 0.2954205), ('Cricket', 0.2127891), ('Animal', 0.12236291), ('Croak', 0.07837925)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫蛙混合声\5\CL101_0516_湾里磨盘山_居民小区 (32).wav,Success,"[('Vehicle', 0.1853246), ('Animal', 0.15433687), ('Speech', 0.06286718), ('Car', 0.060147878), ('Insect', 0.060119502)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫蛙混合声\5\AWA6292_0606_萍乡生态环境监测中心_政府机构 (30).wav,Success,"[('Animal', 0.41488644), ('Speech', 0.32732397), ('Domestic animals, pets', 0.3104109), ('Dog', 0.23613268), ('Bow-wow', 0.18669645)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫蛙混合声\5\AWA6292_0606_萍乡生态环境监测中心_政府机构 (4).wav,Success,"[('Insect', 0.33743796), ('Cricket', 0.24371947), ('Frog', 0.12438087), ('Animal', 0.110102974), ('Bird', 0.06698908)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫蛙混合声\5-15\AWA6292 0323  第二办公区   政府机构 (11).wav,Success,"[('Animal', 0.38475546), ('Wild animals', 0.14758119), ('Vehicle', 0.08615819), ('Domestic animals, pets', 0.08314488), ('Rodents, rats, mice', 0.07618416)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫蛙混合声\5-15\AWA6292 0323  第二办公区   政府机构 (10).wav,Success,"[('Animal', 0.38928127), ('Domestic animals, pets', 0.15101612), ('Rodents, rats, mice', 0.12712878), ('Vehicle', 0.0978208), ('Bird', 0.08581379)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫蛙混合声\5-15\AWA6292 0323  第二办公区   政府机构 (3).wav,Success,"[('Animal', 0.12125154), ('Frog', 0.06410939), ('Speech', 0.046429817), ('Domestic animals, pets', 0.036397807), ('Walk, footsteps', 0.031740908)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫蛙混合声\5-15\427_0620_新蒲湿地公园.wav,Success,"[('Vehicle', 0.26704934), ('Speech', 0.24049693), ('Frog', 0.21680476), ('Helicopter', 0.13217233), ('Aircraft', 0.123987585)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫蛙混合声\5-15\426_0620_新蒲湿地公园.wav,Success,"[('Speech', 0.3943927), ('Vehicle', 0.25173852), ('Animal', 0.15757184), ('Frog', 0.14114974), ('Boat, Water vehicle', 0.12756701)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫蛙混合声\5-15\AWA6292 0323  第二办公区   政府机构 (12).wav,Success,"[('Animal', 0.27501184), ('Domestic animals, pets', 0.10129584), ('Arrow', 0.07930824), ('Rodents, rats, mice', 0.06770064), ('Vehicle', 0.06547481)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫蛙混合声\5-15\AWA6292_0511_冯家梁子_城郊 (13).wav,Success,"[('Animal', 0.5109316), ('Domestic animals, pets', 0.2892465), ('Dog', 0.25787458), ('Frog', 0.06792489), ('Bird', 0.06687654)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫蛙混合声\5-15\AWA6292_0511_冯家梁子_城郊 (7).wav,Success,"[('Frog', 0.38946936), ('Animal', 0.2912304), ('Domestic animals, pets', 0.10824623), ('Dog', 0.10441385), ('Crying, sobbing', 0.05931402)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫蛙混合声\5-15\AWA6292_0511_冯家梁子_城郊 (8).wav,Success,"[('Animal', 0.4641753), ('Frog', 0.30363247), ('Dog', 0.22536759), ('Domestic animals, pets', 0.21310355), ('Speech', 0.12093797)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫蛙混合声\5-15\AWA6292_0511_冯家梁子_城郊 (86).wav,Success,"[('Frog', 0.8791797), ('Croak', 0.5932139), ('Animal', 0.10820119), ('Speech', 0.102690525), ('Domestic animals, pets', 0.020870302)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫蛙混合声\5-15\AWA6292_0530_月亮岩_城郊 (95).wav,Success,"[('Insect', 0.63524514), ('Cricket', 0.5877995), ('Animal', 0.15721834), ('Bird', 0.062249463), ('Outside, rural or natural', 0.0603547)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫蛙混合声\5-15\AWA6292_0607-0608_奥园康城_居民区_统计积分录音 (619).wav,Success,"[('Frog', 0.76988447), ('Croak', 0.45367262), ('Animal', 0.2684225), ('Wild animals', 0.062308423), ('Roaring cats (lions, tigers)', 0.054168805)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫蛙混合声\5-15\AWA6292_0601_大阳垾湿地公园1号点_市内公园_903762 (394).wav,Success,"[('Insect', 0.42530832), ('Cricket', 0.3539338), ('Speech', 0.30941722), ('Frog', 0.1994658), ('Animal', 0.19341342)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫蛙混合声\5-15\AWA6292_0607-0608_奥园康城_居民区_统计积分录音 (611).wav,Success,"[('Animal', 0.6342739), ('Frog', 0.4355473), ('Wild animals', 0.37406158), ('Roaring cats (lions, tigers)', 0.22680245), ('Whale vocalization', 0.08623741)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫蛙混合声\5-15\AWA6292_0601_大阳垾湿地公园1号点_市内公园_903762 (372).wav,Success,"[('Insect', 0.72197646), ('Cricket', 0.6445095), ('Frog', 0.18303235), ('Speech', 0.14670002), ('Animal', 0.107059404)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫蛙混合声\5-15\AWA6292_0609_江岸开发区_居民区_统计积分录音 (559).wav,Success,"[('Animal', 0.6417821), ('Wild animals', 0.44684762), ('Insect', 0.17980179), ('Roaring cats (lions, tigers)', 0.17696755), ('Cricket', 0.16510478)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫蛙混合声\5-15\AWA6292_0511_冯家梁子_城郊 (9).wav,Success,"[('Frog', 0.6032003), ('Animal', 0.38388407), ('Dog', 0.1450627), ('Domestic animals, pets', 0.1280178), ('Croak', 0.094660215)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫蛙混合声\5-15\AWA6292_0601_大阳垾湿地公园1号点_市内公园_903762 (370).wav,Success,"[('Insect', 0.7522635), ('Cricket', 0.6559132), ('Speech', 0.22348377), ('Frog', 0.11285988), ('Animal', 0.07947246)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫蛙混合声\5-15\AWA6292_0607-0608_奥园康城_居民区_统计积分录音 (617).wav,Success,"[('Frog', 0.8393946), ('Croak', 0.34242558), ('Animal', 0.2342497), ('Wild animals', 0.04883189), ('Insect', 0.03084291)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫蛙混合声\5-15\AWA6292_0609_江岸开发区_居民区_统计积分录音 (566).wav,Success,"[('Frog', 0.92975503), ('Croak', 0.81304187), ('Animal', 0.05180088), ('Insect', 0.028422073), ('Outside, rural or natural', 0.0126431985)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫蛙混合声\5-15\AWA6292_0530_月亮岩_城郊 (96).wav,Success,"[('Animal', 0.38200742), ('Insect', 0.35245636), ('Cricket', 0.26658908), ('Outside, rural or natural', 0.15632918), ('Wild animals', 0.11865872)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫蛙混合声\5-15\AWA6292_0609_江岸开发区_居民区_统计积分录音 (564).wav,Success,"[('Frog', 0.85104567), ('Croak', 0.30649313), ('Animal', 0.23076218), ('Insect', 0.21482229), ('Cricket', 0.17972027)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫鸟混合\15\AWA6292_0728_五彩田园_景区_统计积分录音 (121).wav,Success,"[('Environmental noise', 0.39765212), ('Bird vocalization, bird call, bird song', 0.36360416), ('Bird', 0.2877117), ('Cricket', 0.2871166), ('Chirp, tweet', 0.25743115)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫鸟混合\15\AWA6292_0728_五彩田园_景区_统计积分录音 (80).wav,Success,"[('Insect', 0.4685435), ('Cricket', 0.4360726), ('Bird vocalization, bird call, bird song', 0.39271584), ('Environmental noise', 0.32114208), ('Bird', 0.2876189)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫鸟混合\15\AWA6292_0728_五彩田园_景区_统计积分录音 (81).wav,Success,"[('Insect', 0.4158068), ('Cricket', 0.33648843), ('Environmental noise', 0.28441253), ('Bird vocalization, bird call, bird song', 0.27638984), ('Bird', 0.22173464)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫鸟混合\15\NGL04ENS_0705_湖南高速铁路职业技术学院_居民区 (14).WAV,Success,"[('Environmental noise', 0.5916223), ('Bird vocalization, bird call, bird song', 0.283074), ('Insect', 0.28177187), ('Cricket', 0.23845401), ('Bird', 0.21049692)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫鸟混合\15\NGL04ENS_0707_高新技术产业开发区办公大楼_政府机构 (3).WAV,Success,"[('Bird vocalization, bird call, bird song', 0.39399415), ('Insect', 0.35716358), ('Chirp, tweet', 0.34613097), ('Cricket', 0.29380494), ('Bird', 0.27345097)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫鸟混合\15\NGL04ENS_0706_湖南高速铁路职业技术学院_居民区 (13).WAV,Success,"[('Bird vocalization, bird call, bird song', 0.53821874), ('Bird', 0.36665437), ('Environmental noise', 0.35849187), ('Chirp, tweet', 0.3341945), ('Insect', 0.3201689)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫鸟混合\5\AWA6228+_0604_长安公园_城市公园 (40).WAV,Success,"[('Vehicle', 0.28010714), ('Environmental noise', 0.2484384), ('Field recording', 0.14627276), ('Outside, rural or natural', 0.13354), ('Bird', 0.12596305)]"
D:\声纹测试库-amp-amp\自然声\注册音库\虫鸟混合\5\AWA6228+_0604_长安公园_城市公园 (38).WAV,Success,"[('Speech', 0.54775393), ('Vehicle', 0.33362076), ('Environmental noise', 0.14037871), ('Field recording', 0.1395876), ('Outside, rural or natural', 0.11318591)]"
